"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/niyifalade/mydockerplaywrightproject/tests/features/addHighestPricedItem.feature: Add highest priced item to cart","1726","test_add_highest_priced_item_to_cart","tests.steps","Sat Aug 30 15:48:53 BST 2025","passed","Sat Aug 30 15:48:55 BST 2025","","test_highestItem_steps","",""
